PARM_Name,PARM_Value,GPS_Status,GPS_TimeMS,GPS_Week,GPS_NSats,GPS_HDop,GPS_Lat,GPS_Lng,GPS_RelAlt,GPS_Alt,GPS_Spd,GPS_GCrs,GPS_VZ,GPS_T,IMU_TimeMS,IMU_GyrX,IMU_GyrY,IMU_GyrZ,IMU_AccX,IMU_AccY,IMU_AccZ,MSG_Message,RCIN_TimeMS,RCIN_C1,RCIN_C2,RCIN_C3,RCIN_C4,RCIN_C5,RCIN_C6,RCIN_C7,RCIN_C8,RCIN_C9,RCIN_C10,RCIN_C11,RCIN_C12,RCIN_C13,RCIN_C14,RCOU_TimeMS,RCOU_Chan1,RCOU_Chan2,RCOU_Chan3,RCOU_Chan4,RCOU_Chan5,RCOU_Chan6,RCOU_Chan7,RCOU_Chan8,BARO_TimeMS,BARO_Alt,BARO_Press,BARO_Temp,BARO_CRt,POWR_TimeMS,POWR_Vcc,POWR_VServo,POWR_Flags,CMD_TimeMS,CMD_CTot,CMD_CNum,CMD_CId,CMD_Prm1,CMD_Prm2,CMD_Prm3,CMD_Prm4,CMD_Lat,CMD_Lng,CMD_Alt,RAD_TimeMS,RAD_RSSI,RAD_RemRSSI,RAD_TxBuf,RAD_Noise,RAD_RemNoise,RAD_RxErrors,RAD_Fixed,CAM_GPSTime,CAM_GPSWeek,CAM_Lat,CAM_Lng,CAM_Alt,CAM_RelAlt,CAM_Roll,CAM_Pitch,CAM_Yaw,GPS2_Status,GPS2_TimeMS,GPS2_Week,GPS2_NSats,GPS2_HDop,GPS2_Lat,GPS2_Lng,GPS2_Alt,GPS2_Spd,GPS2_GCrs,GPS2_VZ,GPS2_T,GPS2_DSc,GPS2_DAg,IMU2_TimeMS,IMU2_GyrX,IMU2_GyrY,IMU2_GyrZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU3_TimeMS,IMU3_GyrX,IMU3_GyrY,IMU3_GyrZ,IMU3_AccX,IMU3_AccY,IMU3_AccZ,AHR2_TimeMS,AHR2_Roll,AHR2_Pitch,AHR2_Yaw,AHR2_Alt,AHR2_Lat,AHR2_Lng,SIM_TimeMS,SIM_Roll,SIM_Pitch,SIM_Yaw,SIM_Alt,SIM_Lat,SIM_Lng,EKF1_TimeMS,EKF1_Roll,EKF1_Pitch,EKF1_Yaw,EKF1_VN,EKF1_VE,EKF1_VD,EKF1_PN,EKF1_PE,EKF1_PD,EKF1_GX,EKF1_GY,EKF1_GZ,EKF2_TimeMS,EKF2_AX,EKF2_AY,EKF2_AZ,EKF2_VWN,EKF2_VWE,EKF2_MN,EKF2_ME,EKF2_MD,EKF2_MX,EKF2_MY,EKF2_MZ,EKF3_TimeMS,EKF3_IVN,EKF3_IVE,EKF3_IVD,EKF3_IPN,EKF3_IPE,EKF3_IPD,EKF3_IMX,EKF3_IMY,EKF3_IMZ,EKF3_IVT,EKF4_TimeMS,EKF4_SV,EKF4_SP,EKF4_SH,EKF4_SMX,EKF4_SMY,EKF4_SMZ,EKF4_SVT,EKF4_OFN,EKF4_EFE,EKF4_FS,EKF4_DS,TERR_TimeMS,TERR_Status,TERR_Lat,TERR_Lng,TERR_Spacing,TERR_TerrH,TERR_CHeight,TERR_Pending,TERR_Loaded,UBX1_TimeMS,UBX1_Instance,UBX1_noisePerMS,UBX1_jamInd,UBX1_aPower,UBX2_TimeMS,UBX2_Instance,UBX2_ofsI,UBX2_magI,UBX2_ofsQ,UBX2_magQ,ATUN_Axis,ATUN_TuneStep,ATUN_RateMin,ATUN_RateMax,ATUN_RPGain,ATUN_RDGain,ATUN_SPGain,ATDE_Angle,ATDE_Rate,CURR_TimeMS,CURR_ThrOut,CURR_ThrInt,CURR_Volt,CURR_Curr,CURR_Vcc,CURR_CurrTot,OF_Dx,OF_Dy,OF_SQual,OF_X,OF_Y,OF_Roll,OF_Pitch,NTUN_TimeMS,NTUN_DPosX,NTUN_DPosY,NTUN_PosX,NTUN_PosY,NTUN_DVelX,NTUN_DVelY,NTUN_VelX,NTUN_VelY,NTUN_DAccX,NTUN_DAccY,CTUN_TimeMS,CTUN_ThrIn,CTUN_AngBst,CTUN_ThrOut,CTUN_DAlt,CTUN_Alt,CTUN_BarAlt,CTUN_DSAlt,CTUN_SAlt,CTUN_DCRt,CTUN_CRt,MAG_TimeMS,MAG_MagX,MAG_MagY,MAG_MagZ,MAG_OfsX,MAG_OfsY,MAG_OfsZ,MAG_MOfsX,MAG_MOfsY,MAG_MOfsZ,MAG2_TimeMS,MAG2_MagX,MAG2_MagY,MAG2_MagZ,MAG2_OfsX,MAG2_OfsY,MAG2_OfsZ,MAG2_MOfsX,MAG2_MOfsY,MAG2_MOfsZ,MAG3_TimeMS,MAG3_MagX,MAG3_MagY,MAG3_MagZ,MAG3_OfsX,MAG3_OfsY,MAG3_OfsZ,MAG3_MOfsX,MAG3_MOfsY,MAG3_MOfsZ,PM_NLon,PM_NLoop,PM_MaxT,PM_PMT,PM_I2CErr,PM_INSErr,PM_INAVErr,ATT_TimeMS,ATT_DesRoll,ATT_Roll,ATT_DesPitch,ATT_Pitch,ATT_DesYaw,ATT_Yaw,ATT_ErrRP,ATT_ErrYaw,MODE_Mode,MODE_ThrCrs,STRT_,EV_Id,D16_Id,D16_Value,DU16_Id,DU16_Value,D32_Id,D32_Value,DU32_Id,DU32_Value,DFLT_Id,DFLT_Value,ERR_Subsys,ERR_ECode
CAM_DURATION,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERRAIN_SPACING,100.0,3,333989000,1905,8,1.81,-19.8609223,-43.9601958,0.0,803.38,0.24,254.16,-0.0299999993294,180594,180595,-0.00134168332443,0.00238687545061,0.00590181350708,-0.552397668362,-0.186314284801,-10.1688165665,Frame: OCTA_QUAD,180601,1493,1501,993,2016,1326,992,993,1503,0,0,0,0,0,0,180498,1082,1082,1082,1082,1082,1082,1082,1082,180594,0.11117939651,92840.71875,37.77,-0.104779727757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180595,-0.00220691785216,0.00101681053638,0.00719194952399,-0.710156083107,-0.0848888158798,-9.6792011261,,,,,,,,180601,0.27,-3.43,252.08,803.309997559,-19.8609235,-43.9601978,,,,,,,,180601,0.27,-3.43,252.08,-0.0204324480146,-0.0374369733036,-0.0213822815567,0.0518945865333,0.0666230171919,-0.0399223379791,0.0,0.0,0.0,180601,50,0,0,0.0,0.0,162,-63,-140,54,-1,102,180601,0.2,-0.1,0.04,-0.16,-0.26,0.07,0,0,-2,0.0,180601,0.03,0.06,0.0,0.0,0.0,0.01,0.0,0,0,1,0,,,,,,,,,,180312,0,75,4,1,180312,0,-14,90,6,101,,,,,,,,,,,,,,,,,,,,,,,,180498,3.67917060852,5.4980096817,3.67917060852,5.4980096817,0.0,0.0,3.98082304001,9.09017372131,-18.0624675751,-57.7935791016,180595,0,0,0,-0.00879755523056,0.0,0.11,0.0,0.0,0,-3,180583,3,173,-138,-54,1,-102,0,0,0,180583,-49,212,-153,-178,234,-387,0,0,0,,,,,,,,,,,,,,,,,,180600,0.0,0.15,0.0,-3.62,251.76,251.76,0.15,0.01,5,433,,10,,,,,,,,,,,,
TERRAIN_SPACING,100.0,3,333990000,1905,8,1.81,-19.8609209,-43.9601945,0.01,803.46,0.13,254.16,-0.0799999982119,181602,181764,0.00104817189276,-0.00365943461657,-0.00348376855254,-0.521175503731,0.165352374315,-10.1215629578,Frame: OCTA_QUAD,181709,1492,1502,992,1523,1326,992,992,1504,0,0,0,0,0,0,181709,1082,1082,1082,1082,1082,1082,1082,1082,181703,0.0969256237149,92840.8515625,37.79,0.0147131979465,181781,5.16,5.03,3,,,,,,,,,,,,180955,40,0,100,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,181764,-0.00565412081778,2.77943909168e-05,-0.000650011003017,-0.550834298134,0.208472132683,-9.54666805267,,,,,,,,181708,0.3,-3.35,252.13,803.429992676,-19.8609224,-43.9601957,,,,,,,,181708,0.3,-3.35,252.13,-0.0299194939435,0.0183524172753,-0.141405194998,0.171877413988,0.292620509863,-0.159658148885,0.0,0.0,0.0,181708,49,0,0,0.0,0.0,162,-63,-140,54,-1,102,181708,-0.06,0.18,-0.02,-0.2,-0.14,-0.05,0,0,-2,0.0,181708,0.03,0.05,0.0,0.0,0.0,0.01,0.0,0,0,1,0,,,,,,,,,,181039,0,75,4,1,181059,0,-10,91,7,96,,,,,,,,,,181781,0,0,1623,273,5162,18.9098987579,,,,,,,,181709,26.3396167755,41.421875,26.3396167755,41.421875,0.0,0.0,7.70653867722,15.3851041794,-16.5094985962,-59.9517631531,181703,0,0,0,0.0225349143147,0.019999999553,0.09,0.0,0.0,0,-3,181691,2,174,-139,-54,1,-102,0,0,0,181691,-44,204,-151,-178,234,-387,0,0,0,,,,,,,,,,,,,,,,,,181708,0.0,0.17,0.0,-3.62,251.79,251.79,0.05,0.0,5,433,,10,,,,,,,7,674265,,,,
TERRAIN_SPACING,100.0,3,333991200,1905,8,1.81,-19.860919,-43.9601931,0.06,803.45,0.25,254.16,-0.119999997318,182778,182921,0.0080390535295,-0.00292731076479,0.00204788520932,-0.57469946146,0.00592222437263,-10.1090269089,Frame: OCTA_QUAD,182825,1493,1501,992,1442,1326,992,992,1504,0,0,0,0,0,0,182826,1082,1082,1082,1082,1082,1082,1082,1082,182921,0.0969256237149,92840.859375,37.8,-0.426399409771,182796,5.18,5.02,3,,,,,,,,,,,,181861,40,0,100,44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,182921,-0.00167619436979,-0.00358127430081,0.00337088294327,-0.603835940361,0.124509334564,-9.64227962494,,,,,,,,182825,0.49,-3.16,252.27,803.5,-19.8609202,-43.960194,,,,,,,,182825,0.49,-3.16,252.27,0.0807441622019,0.0692148730159,-0.155215427279,0.41212233901,0.462091654539,-0.221661314368,0.0,0.0,0.0,182825,47,0,0,0.0,0.0,162,-63,-140,54,-1,102,182825,0.0,-0.17,-0.03,-0.2,-0.13,-0.03,1,0,-3,0.0,182825,0.02,0.04,0.0,0.01,0.0,0.02,0.0,0,0,1,0,,,,,,,,,,181039,0,75,4,1,181059,0,-10,91,7,96,,,,,,,,,,182796,0,0,1621,273,5186,19.6834583282,,,,,,,,182826,50.1882476807,59.1821250916,50.1882476807,59.1821250916,0.0,0.0,13.0283870697,15.2756891251,-15.523557663,-57.6297836304,182921,0,0,0,0.0676313117146,0.0599999986589,0.09,0.0,0.0,0,-2,182907,1,173,-138,-54,1,-102,0,0,0,182907,-43,205,-151,-178,234,-387,0,0,0,,,,,,,,,,,,,,,,,,182925,0.0,0.15,0.0,-3.38,251.78,251.78,0.16,0.0,5,433,,10,,,,,,,7,674265,,,,
TERRAIN_SPACING,100.0,3,333992400,1905,8,1.81,-19.8609183,-43.960192,0.08,803.56,0.02,254.16,0.0899999961257,183978,184039,0.00162525940686,0.00174447894096,-0.00153700821102,-0.569092929363,-0.142103940248,-10.1189451218,Frame: OCTA_QUAD,184045,1493,1501,992,992,1327,992,992,1504,0,0,0,0,0,0,184045,1082,1082,1082,1082,1082,1082,1082,1082,184039,0.0969256237149,92840.859375,37.82,-0.280100882053,183814,5.2,5.03,3,,,,,,,,,,,,183936,40,0,100,52,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,184039,-0.00381155125797,0.000956535339355,-0.000548018142581,-0.669661998749,-0.0200798511505,-9.70567035675,,,,,,,,184045,0.31,-3.23,252.46,803.519958496,-19.8609193,-43.9601925,,,,,,,,184045,0.31,-3.23,252.46,0.00919357128441,0.0694857090712,-0.156867012382,0.517895817757,0.622542440891,-0.241335019469,0.0,0.0,0.0,184045,45,0,0,0.0,0.0,162,-63,-140,54,-1,102,184045,0.03,0.09,-0.26,-0.12,-0.05,-0.14,2,0,-2,0.0,184045,0.04,0.02,0.01,0.01,0.0,0.01,0.0,0,0,1,0,,,,,,,,,,183042,0,75,4,1,183061,0,-5,99,11,95,,,,,,,,,,183814,0,0,1621,273,5201,20.4571418762,,,,,,,,183944,67.0506591797,74.211730957,67.0506591797,74.211730957,0.0,0.0,12.9571247101,15.5048332214,-16.1674633026,-57.3356552124,184039,0,0,0,0.092977322638,0.0899999961257,0.09,0.0,0.0,0,-1,184027,1,173,-139,-54,1,-102,0,0,0,184027,-43,202,-152,-178,234,-387,0,0,0,,,,,,,,,,,418,4000,1995807,0,0,0,0,184045,0.0,0.17,0.0,-3.45,251.74,251.74,0.08,0.0,5,433,,10,,,,,,,7,674265,,,,
TERRAIN_SPACING,100.0,3,334003400,1905,8,1.81,-19.8609131,-43.9601835,0.0,804.45,0.13,254.16,0.189999997616,194980,195100,0.00811187550426,-0.00813347473741,-0.0502212718129,-0.335667133331,-0.0947561115026,-10.1736516953,Frame: OCTA_QUAD,195025,1493,1503,992,2016,1326,992,993,1504,0,0,0,0,0,0,195026,1082,1082,1082,1082,1082,1082,1082,1082,195018,0.00285414652899,92841.8515625,38.09,-0.158540531993,184822,5.2,5.02,3,,,,,,,,,,,,183936,40,0,100,52,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,195100,0.00357515364885,-0.00150021165609,-0.0443438068032,-0.408399403095,0.0576367378235,-9.65500259399,,,,,,,,195025,0.51,-3.15,252.75,804.5,-19.860913,-43.9601835,,,,,,,,195025,0.51,-3.15,252.75,-0.0412511378527,-0.0290655903518,-0.0526014231145,-0.0179353393614,-0.0128928478807,-0.00938173290342,0.0,0.0,0.0,195025,49,0,-1,0.0,0.0,162,-63,-137,54,-1,102,195025,-0.15,-0.1,-0.23,0.0,0.0,0.0,2,0,0,0.0,195025,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0,0,1,0,,,,,,,,,,195040,0,74,3,1,195060,0,-19,92,19,106,,,,,,,,,,184822,0,0,1621,273,5202,21.2196407318,,,,,,,,195026,-0.107401132584,-0.829107880592,-0.107401132584,-0.829107880592,0.0,0.0,3.10951757431,-2.43281841278,-15.0634088516,-55.452457428,195018,0,0,0,-0.0105647835881,-0.00999999977648,0.0,0.0,0.0,0,-4,195005,2,173,-138,-54,1,-102,0,0,0,195005,-55,224,-146,-178,234,-387,0,0,0,,,,,,,,,,,418,4000,1995807,0,0,0,0,195025,0.0,0.24,0.0,-3.34,250.6,250.6,0.14,0.02,5,433,,10,,,,,,,7,674265,,,,
TERRAIN_SPACING,100.0,3,334004600,1905,8,1.81,-19.8609126,-43.9601838,0.01,804.47,0.22,254.16,0.25,196187,196228,-0.00349923223257,0.00317945331335,0.016945624724,-0.527977049351,-0.252186536789,-10.0816011429,Frame: OCTA_QUAD,196132,1494,1501,994,1527,1326,993,992,1504,0,0,0,0,0,0,196132,1082,1082,1082,1082,1082,1082,1082,1082,196225,0.0684995129704,92841.1640625,38.12,0.00115639704745,195297,5.19,5.02,3,,,,,,,,,,,,195471,49,0,100,42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,196228,-0.00531750544906,-0.00501288101077,0.0152025884017,-0.687705516815,-0.134496331215,-9.63072967529,,,,,,,,196132,0.5,-3.07,252.78,804.619995117,-19.8609132,-43.9601836,,,,,,,,196233,0.5,-3.08,252.76,-0.0267650429159,-0.0200874209404,-0.17647562921,-0.0369436889887,-0.0379577837884,-0.135760128498,0.0,0.0,0.0,196233,46,0,-1,0.0,0.0,162,-63,-137,54,-1,102,196132,-0.02,0.13,-0.33,-0.06,-0.02,-0.03,3,0,0,0.0,196132,0.05,0.01,0.0,0.02,0.0,0.0,0.0,0,0,1,0,,,,,,,,,,195040,0,74,3,1,195060,0,-19,92,19,106,,,,,,,,,,195296,0,0,1622,296,5194,22.8060588837,,,,,,,,196132,4.41410493851,-2.1735291481,4.41410493851,-2.1735291481,0.0,0.0,4.50661325455,-1.48410820961,-13.4884433746,-54.1052627563,196225,0,0,0,0.0197070501745,0.00999999977648,0.06,0.0,0.0,0,-3,196213,0,173,-138,-54,1,-102,0,0,0,196213,-44,205,-149,-178,234,-387,0,0,0,,,,,,,,,,,418,4000,1995807,0,0,0,0,196233,0.0,0.31,0.0,-3.27,250.68,250.68,0.03,0.0,5,433,,10,,,,,,,7,674265,,,,
TERRAIN_SPACING,100.0,3,334005600,1905,8,1.81,-19.8609129,-43.9601835,0.0,804.48,0.25,254.16,-0.0399999991059,197194,197357,-0.0064059663564,-0.00176501274109,0.000630974769592,-0.366892814636,-0.047443870455,-10.0498580933,Frame: OCTA_QUAD,197341,1494,1501,995,1523,1327,992,992,1504,0,0,0,0,0,0,197342,1082,1082,1082,1082,1082,1082,1082,1082,197334,0.0570829287171,92841.2890625,38.13,0.342385739088,197311,5.18,5.02,3,,,,,,,,,,,,196379,49,0,100,45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,197357,-0.00892687961459,0.00303959660232,0.00443538744003,-0.415564894676,0.0251599550247,-9.56792831421,,,,,,,,197341,0.46,-3.03,252.73,804.729980469,-19.8609134,-43.9601837,,,,,,,,197341,0.46,-3.03,252.73,-0.0333149209619,0.0102284904569,-0.22404076159,-0.0629044398665,-0.0350071489811,-0.237420886755,0.0,0.0,0.0,197341,43,0,-1,0.0,0.0,162,-63,-137,54,-1,102,197341,-0.23,-0.17,-0.15,-0.07,-0.04,-0.17,3,0,0,0.0,197341,0.05,0.01,0.01,0.02,0.0,0.0,0.0,0,0,1,0,,,,,,,,,,197053,0,74,4,1,197053,0,-11,89,12,113,,,,,,,,,,197311,0,0,1622,271,5185,24.3336582184,,,,,,,,197342,2.84017944336,-4.86565303802,2.84017944336,-4.86565303802,0.0,0.0,2.38552188873,-0.677809000015,-12.07467556,-51.7483673096,197334,0,0,0,0.00589122762904,0.0,0.05,0.0,0.0,0,-3,197321,1,173,-138,-54,1,-102,0,0,0,197321,-43,204,-150,-178,234,-387,0,0,0,,,,,,,,,,,418,4000,1995807,0,0,0,0,197341,0.0,0.33,0.0,-3.08,250.69,250.69,0.09,0.01,5,433,,10,,,,,,,7,674265,,,,
TERRAIN_SPACING,100.0,3,334006800,1905,8,1.81,-19.8609128,-43.9601837,0.01,804.53,0.06,254.16,0.119999997318,198386,198527,0.0050270697102,-0.00300363451242,-0.0051352083683,-0.51940369606,-0.179145380855,-10.1581411362,Frame: OCTA_QUAD,198452,1493,1501,1052,1517,1327,992,992,1504,0,0,0,0,0,0,198452,1130,1130,1130,1130,1130,1130,1130,1130,198444,0.00285414652899,92841.8515625,38.16,0.0923094600439,198320,5.19,5.03,3,,,,,,,,,,,,198458,49,0,100,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,198527,0.00576154142618,-0.00320820510387,-0.00497464369982,-0.563438892365,-0.0843323469162,-9.76367282867,,,,,,,,198452,0.49,-3.0,252.69,804.83996582,-19.8609129,-43.9601835,,,,,,,,198452,0.49,-3.0,252.69,0.00754569051787,0.0320277176797,-0.264697015285,-0.000958874588832,-0.0183526538312,-0.346419692039,0.0,0.0,0.0,198452,42,0,-1,0.0,0.0,162,-63,-137,54,-1,102,198452,0.0,-0.04,-0.37,-0.02,0.0,-0.33,4,0,0,0.0,198452,0.06,0.0,0.03,0.02,0.0,0.0,0.0,0,0,1,0,,,,,,,,,,197053,0,74,4,1,197053,0,-11,89,12,113,,,,,,,,,,198320,135,675,1621,410,5198,25.2582817078,,,,,,,,198452,5.25649452209,-2.89274787903,5.25649452209,-2.89274787903,0.0,0.0,3.93148541451,2.10310673714,-12.2873516083,-50.4895820618,198444,156,0,135,0.014731483534,0.00999999977648,0.0,0.0,0.0,-152,-3,198533,-1,172,-138,-54,1,-102,0,0,0,198533,-58,213,-145,-178,234,-387,0,0,0,,,,,,,,,,,418,4000,1995807,0,0,0,0,198452,0.0,0.29,0.0,-3.01,250.69,250.69,0.08,0.01,5,433,,15,,,,,,,7,150009,,,,
TERRAIN_SPACING,100.0,3,334008000,1905,8,1.81,-19.8609129,-43.9601837,0.02,804.36,0.22,254.16,0.0,199598,199660,0.00381097476929,-0.000140972435474,0.00851348415017,-0.565610647202,-0.282444059849,-10.1852207184,Frame: OCTA_QUAD,199563,1493,1502,1052,1517,1327,992,992,1504,0,0,0,0,0,0,199563,1125,1149,1165,1149,1145,1129,1145,1169,199657,-0.011416586116,92842.0,38.17,-0.192871898413,199330,5.19,5.02,3,,,,,,,,,,,,199387,49,0,100,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,199660,-0.00571490451694,0.00342417135835,0.0174972228706,-0.652298092842,-0.370898962021,-9.67422008514,,,,,,,,199563,0.41,-2.99,252.73,804.859985352,-19.860913,-43.9601831,,,,,,,,199664,0.41,-3.0,252.72,0.00783214624971,0.0596261881292,-0.257616609335,-0.00739319017157,0.0314706228673,-0.374815016985,0.0,0.0,0.0,199664,42,0,-1,0.0,0.0,162,-63,-137,54,-1,102,199664,-0.21,0.15,-0.25,-0.01,0.06,-0.37,6,0,0,0.0,199664,0.06,0.01,0.03,0.04,0.0,0.0,0.0,0,0,1,0,,,,,,,,,,199053,0,74,4,1,199072,0,2,162,9,157,,,,,,,,,,199330,135,2025,1616,446,5194,26.4395751953,,,,,,,,199563,1.70100498199,1.60556638241,1.70100498199,1.60556638241,0.0,0.0,2.31522130966,6.31190919876,-12.4903182983,-51.9258232117,199657,156,0,135,0.0262220576406,0.019999999553,-0.01,0.0,0.0,-152,-2,199644,0,173,-137,-54,1,-102,0,0,0,199644,-58,215,-146,-178,234,-387,0,0,0,,,,,,,,,,,418,4000,1995807,0,0,0,0,199664,0.0,0.33,0.0,-3.1,250.76,250.76,0.07,0.0,5,433,,15,,,,,,,7,150009,,,,
